EmployeeID,Age,Age Group:,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Band,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsAtCompany Band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
EMP0329,33,30-40,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,Medium,4317,3,Y,No,14,3,3,80,0,9,6,2,7,5-10,7,0,1
EMP0330,47,40+,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,High,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2-5,2,1,1
EMP0331,43,40+,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,Medium,6227,1,Y,No,11,3,2,80,1,9,3,4,9,5-10,7,0,0
EMP0332,27,Under 30,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,Medium,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,2-5,4,1,4
EMP0333,54,40+,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,4869,Medium,16885,3,Y,No,12,3,4,80,0,20,4,2,4,2-5,3,0,3
EMP0334,43,40+,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,High,9262,8,Y,No,16,3,1,80,1,10,1,2,1,<2,0,0,0
EMP0335,45,40+,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,Medium,9278,9,Y,No,14,3,1,80,2,12,3,3,10,5-10,9,9,8
EMP0336,40,30-40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,High,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,2-5,3,0,2
EMP0337,29,Under 30,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,Low,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,5-10,7,0,7
EMP0338,29,Under 30,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,Medium,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2-5,2,2,2
EMP0339,30,30-40,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,Medium,5431,1,Y,No,13,3,3,80,3,10,2,3,10,5-10,9,1,2
EMP0340,27,Under 30,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,Medium,3415,1,Y,No,18,3,1,80,1,8,3,3,8,5-10,7,0,7
EMP0341,37,30-40,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,Medium,23177,7,Y,No,16,3,3,80,2,8,2,2,6,5-10,2,0,4
EMP0342,38,30-40,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,High,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10+,10,2,9
EMP0343,31,30-40,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,High,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,10+,9,4,10
EMP0344,29,Under 30,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,High,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,5-10,7,1,7
EMP0345,35,30-40,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,High,18264,0,Y,No,13,3,4,80,0,17,5,3,16,10+,6,0,13
EMP0346,23,Under 30,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,Low,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2-5,2,0,2
EMP0347,41,40+,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,Medium,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,2-5,4,1,2
EMP0348,47,40+,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,Low,25751,3,Y,No,19,3,1,80,0,5,3,3,0,<2,0,0,0
EMP0349,42,40+,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,High,15901,2,Y,No,14,3,2,80,0,16,2,3,1,<2,0,0,0
EMP0350,29,Under 30,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,Medium,16928,1,Y,No,14,3,1,80,1,4,3,2,4,2-5,3,0,2
EMP0351,42,40+,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,Low,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2-5,2,1,0
EMP0352,32,30-40,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,Low,3956,1,Y,No,13,3,3,80,1,8,4,3,8,5-10,0,0,7
EMP0353,48,40+,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,High,23978,3,Y,No,21,4,2,80,1,15,3,1,0,<2,0,0,0
EMP0354,37,30-40,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,Medium,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,5-10,7,6,7
EMP0355,30,30-40,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,Medium,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2-5,2,2,2
EMP0356,26,Under 30,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,Medium,20156,1,Y,No,17,3,2,80,1,8,3,3,8,5-10,7,7,7
EMP0357,42,40+,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,Medium,17078,3,Y,No,23,4,2,80,0,14,6,3,1,<2,0,0,0
EMP0358,21,Under 30,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,Low,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2-5,2,1,2
EMP0359,36,30-40,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,Medium,15276,4,Y,No,15,3,2,80,0,7,6,3,1,<2,0,0,0
EMP0360,36,30-40,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,High,7246,4,Y,No,11,3,1,80,1,16,2,3,13,10+,9,1,12
EMP0361,57,40+,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,Medium,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2-5,2,1,2
EMP0362,40,30-40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,Low,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,5-10,7,1,7
EMP0363,21,Under 30,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,Low,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2-5,2,2,2
EMP0364,33,30-40,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,Low,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,<2,0,0,0
EMP0365,37,30-40,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Medium,17663,6,Y,No,20,4,2,80,1,17,3,3,5,2-5,4,0,3
EMP0366,46,40+,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,Medium,16044,2,Y,No,14,3,3,80,0,7,2,4,1,<2,0,0,0
EMP0367,41,40+,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,High,9558,1,Y,No,18,3,3,80,0,8,5,3,8,5-10,7,7,7
EMP0368,50,40+,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,High,2755,6,Y,No,15,3,4,80,0,20,2,3,4,2-5,3,1,3
EMP0369,40,30-40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,Medium,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,5-10,4,1,0
EMP0370,31,30-40,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,Low,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2-5,2,2,2
EMP0371,21,Under 30,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,Low,25422,1,Y,No,15,3,4,80,0,1,0,3,1,<2,0,0,0
EMP0372,29,Under 30,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,Low,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2-5,2,1,2
EMP0373,35,30-40,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,Medium,19394,9,Y,No,19,3,3,80,0,10,5,3,1,<2,1,0,0
EMP0374,27,Under 30,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,Medium,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2-5,2,0,4
EMP0375,28,Under 30,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,Medium,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5-10,5,0,7
EMP0376,49,40+,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,High,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2-5,2,0,0
EMP0377,51,40+,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,4936,Medium,14862,4,Y,No,11,3,3,80,1,18,2,2,7,5-10,7,0,7
EMP0378,36,30-40,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,Low,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2-5,2,2,2
EMP0379,34,30-40,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,Medium,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2-5,2,0,4
EMP0380,55,40+,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,High,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,2-5,4,1,2
EMP0381,24,Under 30,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,Medium,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2-5,2,0,3
EMP0382,30,30-40,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,Low,17434,1,Y,No,18,3,1,80,1,1,3,3,1,<2,0,0,0
EMP0383,26,Under 30,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,Medium,6582,0,Y,No,22,4,3,80,0,7,2,3,6,5-10,4,0,4
EMP0384,22,Under 30,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,2244,Low,24440,1,Y,No,13,3,4,80,1,2,1,3,2,2-5,1,1,2
EMP0385,36,30-40,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,High,3809,1,Y,No,13,3,2,80,2,10,2,3,10,5-10,9,9,0
EMP0386,30,30-40,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,Low,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,<2,0,0,0
EMP0387,37,30-40,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Medium,26914,1,Y,No,12,3,3,80,1,18,2,2,18,10+,7,12,17
EMP0388,40,30-40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,Medium,22553,7,Y,No,12,3,3,80,2,8,5,3,5,2-5,4,1,3
EMP0389,42,40+,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,Low,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2-5,2,1,2
EMP0390,37,30-40,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Medium,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,<2,0,0,1
EMP0391,43,40+,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,14336,High,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10+,10,3,9
EMP0392,40,30-40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,Medium,13436,6,Y,No,22,4,2,80,1,20,3,3,1,<2,0,0,0
EMP0393,54,40+,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,19406,High,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2-5,2,1,2
EMP0394,34,30-40,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,Medium,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2-5,2,1,2
EMP0395,31,30-40,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,Medium,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10+,10,3,12
EMP0396,43,40+,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,Low,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2-5,2,1,2
EMP0397,43,40+,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,Medium,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2-5,2,0,2
EMP0398,25,Under 30,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,Medium,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,2-5,4,1,3
EMP0399,37,30-40,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Medium,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,10+,11,10,7
EMP0400,31,30-40,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,Low,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2-5,2,3,2
EMP0401,39,30-40,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,High,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,10+,8,1,6
EMP0402,56,40+,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,High,18256,9,Y,No,11,3,4,80,3,36,0,2,7,5-10,7,7,7
EMP0403,30,30-40,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,Medium,19558,0,Y,No,11,3,2,80,0,6,6,3,5,2-5,4,4,4
EMP0404,41,40+,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,8392,High,19566,1,Y,No,16,3,3,80,1,10,2,3,10,5-10,7,0,7
EMP0405,28,Under 30,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,Medium,13535,1,Y,No,12,3,4,80,1,10,2,3,10,5-10,0,1,8
EMP0406,25,Under 30,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,Medium,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2-5,2,0,2
EMP0407,52,40+,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,High,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,2-5,4,0,4
EMP0408,45,40+,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,Low,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2-5,2,0,2
EMP0409,52,40+,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,High,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2-5,2,1,4
EMP0410,42,40+,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,Medium,12932,2,Y,No,11,3,2,80,1,19,3,3,5,2-5,4,0,2
EMP0411,30,30-40,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,Medium,24793,2,Y,No,20,4,3,80,0,11,2,3,5,2-5,4,0,2
EMP0412,60,40+,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,High,3854,5,Y,No,11,3,4,80,0,33,5,1,29,10+,8,11,10
EMP0413,46,40+,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,Medium,26314,2,Y,No,14,3,3,80,1,19,5,2,10,5-10,7,0,8
EMP0414,42,40+,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,Medium,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5-10,5,0,4
EMP0415,24,Under 30,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,Medium,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,2-5,3,1,4
EMP0416,34,30-40,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,Low,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2-5,2,1,0
EMP0417,38,30-40,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,Low,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,<2,0,0,0
EMP0418,40,30-40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,High,13022,0,Y,No,14,3,4,80,0,21,2,3,20,10+,15,1,12
EMP0419,26,Under 30,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,Low,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2-5,2,0,2
EMP0420,30,30-40,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Low,16734,4,Y,No,15,3,3,80,1,9,3,1,5,2-5,3,1,4
EMP0421,29,Under 30,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,High,21526,1,Y,No,18,3,3,80,0,10,2,3,10,5-10,2,0,7
EMP0422,29,Under 30,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,Low,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2-5,2,1,1
EMP0423,19,Under 30,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,Low,18437,1,Y,No,12,3,3,80,0,1,3,4,1,<2,0,0,0
EMP0424,30,30-40,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,High,2890,0,Y,No,11,3,3,80,0,10,3,3,9,5-10,8,7,8
EMP0425,57,40+,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,High,22102,3,Y,No,12,3,3,80,1,32,3,2,1,<2,0,0,0
EMP0426,50,40+,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,High,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10+,10,15,7
EMP0427,30,30-40,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Low,7181,0,Y,No,14,3,3,80,0,12,2,2,11,10+,7,6,7
EMP0428,60,40+,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,High,2845,4,Y,No,19,3,4,80,0,22,5,4,18,10+,13,13,11
EMP0429,47,40+,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,Medium,7389,5,Y,No,13,3,3,80,3,20,2,3,5,2-5,0,0,4
EMP0430,46,40+,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,High,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2-5,2,0,1
EMP0431,35,30-40,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,Medium,19225,0,Y,No,15,3,3,80,0,6,2,3,5,2-5,4,4,3
EMP0432,54,40+,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,Medium,23428,7,Y,No,11,3,3,80,0,19,3,3,1,<2,0,0,0
EMP0433,34,30-40,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,Low,8416,3,Y,No,12,3,3,80,1,14,3,3,7,5-10,3,5,7
EMP0434,46,40+,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,High,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2-5,2,1,2
EMP0435,31,30-40,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,High,14394,1,Y,No,25,4,4,80,1,13,6,4,13,10+,8,0,8
EMP0436,33,30-40,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,High,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,5-10,6,7,7
EMP0437,33,30-40,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,Medium,6705,7,Y,No,13,3,1,80,3,8,2,3,4,2-5,3,1,3
EMP0438,30,30-40,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Low,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2-5,2,1,2
EMP0439,35,30-40,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,High,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,5-10,7,0,0
EMP0440,31,30-40,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,High,22908,3,Y,No,12,3,1,80,0,12,2,3,1,<2,0,0,0
EMP0441,34,30-40,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,High,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2-5,2,0,2
EMP0442,42,40+,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,Low,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2-5,2,2,0
EMP0443,36,30-40,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,High,15318,1,Y,No,14,3,4,80,0,10,3,2,10,5-10,3,9,7
EMP0444,22,Under 30,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,Medium,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2-5,2,1,2
EMP0445,48,40+,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,4051,Medium,19658,2,Y,No,14,3,1,80,1,14,2,3,9,5-10,7,6,7
EMP0446,55,40+,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,16835,High,9873,3,Y,No,23,4,4,80,0,37,2,3,10,5-10,9,7,7
EMP0447,41,40+,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,6230,Medium,13430,7,Y,No,14,3,4,80,0,16,3,3,14,10+,3,1,10
EMP0448,35,30-40,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,Medium,18659,9,Y,No,11,3,3,80,0,15,2,3,11,10+,9,6,9
EMP0449,40,30-40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,High,20364,7,Y,No,15,3,3,80,0,22,3,3,20,10+,6,5,13
