transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
35548,3/3/2023,16:20:06,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35549,3/3/2023,16:20:41,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
35550,3/3/2023,16:20:46,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35551,3/3/2023,16:21:10,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35552,3/3/2023,16:21:27,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35553,3/3/2023,16:22:57,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35554,3/3/2023,16:22:58,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35555,3/3/2023,16:24:45,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35556,3/3/2023,16:24:45,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
35557,3/3/2023,16:25:38,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35558,3/3/2023,16:25:43,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35559,3/3/2023,16:25:47,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
35560,3/3/2023,16:26:11,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
35561,3/3/2023,16:26:11,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
35562,3/3/2023,16:26:54,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35563,3/3/2023,16:26:54,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
35564,3/3/2023,16:27:30,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
35565,3/3/2023,16:28:33,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35566,3/3/2023,16:29:14,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35567,3/3/2023,16:32:00,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35568,3/3/2023,16:32:09,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
35569,3/3/2023,16:33:26,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
35570,3/3/2023,16:34:31,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35571,3/3/2023,16:35:33,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35572,3/3/2023,16:37:05,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
35573,3/3/2023,16:37:31,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
35574,3/3/2023,16:37:59,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
35575,3/3/2023,16:37:59,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
35576,3/3/2023,16:38:00,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
35577,3/3/2023,16:42:05,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
35578,3/3/2023,16:42:17,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35579,3/3/2023,16:43:22,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35580,3/3/2023,16:43:36,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35581,3/3/2023,16:43:58,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35582,3/3/2023,16:43:58,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
35583,3/3/2023,16:44:09,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
35584,3/3/2023,16:45:18,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
35585,3/3/2023,16:46:07,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35586,3/3/2023,16:48:31,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
35587,3/3/2023,16:48:53,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
35588,3/3/2023,16:48:55,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
35589,3/3/2023,16:49:49,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
35590,3/3/2023,16:50:27,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
35591,3/3/2023,16:50:47,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35592,3/3/2023,16:50:47,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
35593,3/3/2023,16:51:51,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
35594,3/3/2023,16:51:51,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35595,3/3/2023,16:53:10,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
35596,3/3/2023,16:53:57,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35597,3/3/2023,16:54:02,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35598,3/3/2023,16:54:23,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35599,3/3/2023,16:54:23,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
35600,3/3/2023,16:54:58,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35601,3/3/2023,16:55:22,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
35602,3/3/2023,16:58:19,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35603,3/3/2023,16:58:42,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35604,3/3/2023,16:59:48,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35605,3/3/2023,17:01:00,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
35606,3/3/2023,17:04:01,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35607,3/3/2023,17:04:17,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
35608,3/3/2023,17:04:41,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35609,3/3/2023,17:04:43,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35610,3/3/2023,17:04:43,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
35611,3/3/2023,17:04:53,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
35612,3/3/2023,17:04:53,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
35613,3/3/2023,17:06:44,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
35614,3/3/2023,17:08:41,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35615,3/3/2023,17:13:08,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
35616,3/3/2023,17:15:25,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35617,3/3/2023,17:15:31,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
35618,3/3/2023,17:15:52,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
35619,3/3/2023,17:18:05,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35620,3/3/2023,17:20:32,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
35621,3/3/2023,17:22:24,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35622,3/3/2023,17:22:39,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35623,3/3/2023,17:24:14,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
35624,3/3/2023,17:25:29,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35625,3/3/2023,17:25:42,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35626,3/3/2023,17:26:55,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
35627,3/3/2023,17:27:11,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35628,3/3/2023,17:27:22,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
35629,3/3/2023,17:27:24,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
35630,3/3/2023,17:27:24,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
35631,3/3/2023,17:35:36,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
35632,3/3/2023,17:35:54,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
35633,3/3/2023,17:36:15,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
35634,3/3/2023,17:36:15,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35635,3/3/2023,17:40:08,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35636,3/3/2023,17:40:15,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35637,3/3/2023,17:41:38,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
35638,3/3/2023,17:42:13,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
35639,3/3/2023,17:42:34,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
35640,3/3/2023,17:44:23,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35641,3/3/2023,17:44:23,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
35642,3/3/2023,17:44:26,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35643,3/3/2023,17:44:32,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
35644,3/3/2023,17:44:44,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
35645,3/3/2023,17:45:41,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
35646,3/3/2023,17:45:47,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
35647,3/3/2023,17:45:47,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
35648,3/3/2023,17:46:21,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
35649,3/3/2023,17:48:07,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
35650,3/3/2023,17:49:43,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35651,3/3/2023,17:49:47,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35652,3/3/2023,17:49:47,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
35653,3/3/2023,17:50:37,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
35654,3/3/2023,17:51:20,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35655,3/3/2023,17:53:15,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35656,3/3/2023,17:53:15,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
35657,3/3/2023,17:54:06,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35658,3/3/2023,17:55:24,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35659,3/3/2023,17:55:49,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35660,3/3/2023,17:55:59,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
35661,3/3/2023,17:56:21,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
35662,3/3/2023,17:57:45,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35663,3/3/2023,17:59:02,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
35664,3/3/2023,17:59:02,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
35665,3/3/2023,17:59:40,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
35666,3/3/2023,18:00:57,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35667,3/3/2023,18:01:58,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
35668,3/3/2023,18:02:34,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35669,3/3/2023,18:02:52,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
35670,3/3/2023,18:05:59,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35671,3/3/2023,18:07:36,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
35672,3/3/2023,18:08:01,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35673,3/3/2023,18:09:18,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
35674,3/3/2023,18:10:09,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
35675,3/3/2023,18:10:56,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35676,3/3/2023,18:11:15,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35677,3/3/2023,18:12:02,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
35678,3/3/2023,18:15:55,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35679,3/3/2023,18:15:55,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
35680,3/3/2023,18:16:44,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
35681,3/3/2023,18:17:17,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
35682,3/3/2023,18:17:17,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
35683,3/3/2023,18:17:50,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35684,3/3/2023,18:18:29,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35685,3/3/2023,18:20:15,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
35686,3/3/2023,18:20:26,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
35687,3/3/2023,18:22:09,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35688,3/3/2023,18:22:53,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35689,3/3/2023,18:23:00,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
35690,3/3/2023,18:26:32,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
35691,3/3/2023,18:27:13,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
35692,3/3/2023,18:27:26,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
35693,3/3/2023,18:27:27,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
35694,3/3/2023,18:28:18,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35695,3/3/2023,18:29:28,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35696,3/3/2023,18:29:28,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
35697,3/3/2023,18:30:40,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35698,3/3/2023,18:31:22,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35699,3/3/2023,18:31:22,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
35700,3/3/2023,18:32:14,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
35701,3/3/2023,18:32:23,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
35702,3/3/2023,18:34:44,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35703,3/3/2023,18:34:55,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
35704,3/3/2023,18:35:12,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35705,3/3/2023,18:37:32,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
35706,3/3/2023,18:39:28,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
35707,3/3/2023,18:39:30,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
35708,3/3/2023,18:39:35,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
35709,3/3/2023,18:46:51,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
35710,3/3/2023,18:46:51,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
35711,3/3/2023,18:47:19,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35712,3/3/2023,18:47:50,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
35713,3/3/2023,18:48:49,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
35714,3/3/2023,18:49:02,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35715,3/3/2023,18:49:23,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35716,3/3/2023,18:52:33,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
35717,3/3/2023,18:54:49,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
35718,3/3/2023,18:57:57,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35719,3/3/2023,18:58:53,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
35720,3/3/2023,19:00:13,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35721,3/3/2023,19:01:52,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35722,3/3/2023,19:02:42,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35723,3/3/2023,19:03:46,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35724,3/3/2023,19:04:36,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35725,3/3/2023,19:06:59,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35726,3/3/2023,19:07:26,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35727,3/3/2023,19:08:30,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
35728,3/3/2023,19:11:11,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35729,3/3/2023,19:11:11,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
35730,3/3/2023,19:13:47,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35731,3/3/2023,19:14:00,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
35732,3/3/2023,19:15:30,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35733,3/3/2023,19:16:11,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
35734,3/3/2023,19:16:36,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
35735,3/3/2023,19:19:44,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
35736,3/3/2023,19:21:09,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
35737,3/3/2023,19:21:26,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
35738,3/3/2023,19:21:30,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
35739,3/3/2023,19:22:36,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
35740,3/3/2023,19:22:55,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35741,3/3/2023,19:23:06,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35742,3/3/2023,19:26:10,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35743,3/3/2023,19:29:29,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
35744,3/3/2023,19:29:38,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35745,3/3/2023,19:32:22,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35746,3/3/2023,19:33:06,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35747,3/3/2023,19:33:51,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35748,3/3/2023,19:35:27,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
35749,3/3/2023,19:35:54,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
35750,3/3/2023,19:36:03,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
35751,3/3/2023,19:36:38,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
35752,3/3/2023,19:36:47,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35753,3/3/2023,19:36:47,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
35754,3/3/2023,19:37:44,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
35755,3/3/2023,19:38:33,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35756,3/3/2023,19:39:05,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35757,3/3/2023,19:39:25,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35758,3/3/2023,19:42:34,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35759,3/3/2023,19:45:34,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
35760,3/3/2023,19:46:15,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
35761,3/3/2023,19:46:15,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
35762,3/3/2023,19:47:50,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
35763,3/3/2023,19:49:19,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
35764,3/3/2023,19:49:19,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
35765,3/3/2023,19:52:04,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
35766,3/3/2023,19:52:59,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35767,3/3/2023,19:53:30,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
35768,3/3/2023,19:53:30,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
35769,3/3/2023,19:55:25,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
35770,3/3/2023,19:55:51,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
35771,3/3/2023,19:56:45,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
35772,3/3/2023,19:58:26,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
35773,3/3/2023,19:59:36,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
35774,4/3/2023,7:03:39,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
35775,4/3/2023,7:10:37,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
35776,4/3/2023,7:12:12,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
35777,4/3/2023,7:15:38,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
35778,4/3/2023,7:15:56,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
35779,4/3/2023,7:16:27,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
35780,4/3/2023,7:16:42,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
35781,4/3/2023,7:20:19,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
35782,4/3/2023,7:21:33,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
35783,4/3/2023,7:30:22,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
35784,4/3/2023,7:32:02,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
